29.498129,29.063567
44.312242,43.531055
40.306443,39.500579
56.124238,55.927092
36.224014,35.597589
65.476313,64.596525
67.053769,66.769793
53.476926,52.835338
44.369347,43.649002
42.227133,41.606260
57.323525,56.906348
57.575694,57.656645
67.259227,66.520421
63.217464,62.543518
58.414268,57.613750
72.217090,71.787337
40.443745,39.801571
37.394622,36.770056
63.465742,62.732059
43.494879,42.979627
60.387608,59.887555
40.462789,39.627801
40.168776,39.672109
41.437497,40.528445
76.157300,75.635184
65.245464,64.592181
66.973597,66.543483
63.479470,62.547346
56.564992,56.917963
38.028961,37.506122
59.464493,58.795158
70.293458,69.661285
43.452216,42.527915
65.096451,64.665258
58.018279,57.596493
47.189255,46.900221
66.417294,65.566420
58.428413,57.639071
55.941831,55.954901
71.482422,70.546541
60.015911,59.780960
64.479934,63.581302
28.438005,27.580539
58.118595,57.573339
60.596318,60.522480
38.404240,37.900468
58.467705,57.835076
62.302067,61.707048
58.413802,57.562687
36.453050,35.755187
62.481773,61.819171
40.358943,39.832721
46.496893,45.916232
70.247380,69.602709
40.403359,40.234438
38.348706,37.503895
64.931310,64.561597
60.198057,59.857363
42.464855,41.883608
68.307765,67.544806
41.290493,40.647849
40.435215,39.542002
56.335262,55.697416
66.300850,65.795989
57.355823,56.713436
40.365244,39.622143
31.499325,30.703385
52.351960,51.546914
61.349290,60.758597
43.343059,42.706925
63.460388,62.532170
62.280574,61.627572
48.423270,47.547355
36.422567,35.724017
66.357844,65.596517
57.143772,56.741862
45.434972,44.533035
37.477212,36.527557
65.103315,64.809016
73.313681,72.541880
75.377725,74.815111
39.466281,38.690991
42.362593,41.545248
24.483180,24.206855
52.407598,51.577686
40.277800,39.530480
34.392792,33.737811
34.480657,34.008755
63.260006,62.599969
52.452197,51.598479
71.036346,70.594056
69.828629,69.635912
61.479346,60.696608
64.309536,63.673668
64.991966,64.614195
41.329109,40.664020
42.486007,41.504495
61.286179,60.842155
58.394235,57.535844
40.219822,39.727265
58.499162,57.547861
56.472114,55.501135
62.053708,61.648694
62.425264,61.523582
56.359829,55.523761
42.176370,41.948357
37.322619,36.923058
60.476961,59.514069
69.453880,68.610599
39.402150,38.601359
60.320912,59.513815
54.400883,53.809534
45.460755,44.585583
44.909392,44.617799
39.307791,38.700479
66.869424,66.701018
65.270952,64.583875
58.320766,57.563671
59.347047,58.502921
55.398536,54.531190
65.356318,64.564636
58.284594,57.589042
48.390448,48.093652
45.383617,44.899606
45.315473,44.514217
43.493529,42.534128
43.221695,42.687915
35.323181,34.616416
132.764335,-99.878258
68.939177,68.536316
124.904043,-84.998261
60.462006,59.737413
128.114983,-91.660482
20.456046,-30.390599
20.475258,-41.778647
20.401213,-31.996933
52.451157,51.599549
64.317942,63.522741
43.443640,42.827155
37.452390,36.563524
58.409401,57.919655
68.663453,68.530551
