51.571192,52.463168
68.555842,134.518320
66.721008,125.637847
53.553911,53.886179
40.884525,40.785475
32.123860,31.590034
60.087433,59.390992
43.598300,43.881553
42.363365,42.063536
55.328760,54.526275
56.490360,55.540826
56.490366,57.368132
67.439027,67.292335
35.189386,33.604496
45.555195,46.280002
42.781405,42.405752
48.547754,48.541813
55.255154,55.017906
41.471813,41.359507
39.532364,40.213061
42.894971,43.296278
56.332416,56.156987
49.789445,50.355119
53.831371,53.662584
54.051637,53.842606
51.739185,52.493434
53.472653,51.958703
54.527909,54.721735
47.832610,48.434929
44.642480,44.916958
48.716468,49.427475
57.070614,56.638125
49.272082,48.246519
51.729770,52.120322
54.972227,52.971584
46.566727,47.223047
47.613754,47.529701
46.022469,47.459037
47.744469,48.075592
37.895224,37.943950
37.750335,37.624463
56.250150,55.652327
53.222958,53.650719
49.202916,47.062323
45.054386,46.183944
57.978983,58.088222
36.661133,37.469456
46.654486,47.286691
45.601497,47.376817
52.129083,52.199865
38.786482,38.674180
37.346732,36.592859
48.405257,49.046801
46.888869,46.834957
41.536777,40.078929
34.989049,34.846587
50.454918,50.390328
54.212299,54.317066
43.534974,44.187120
53.295373,52.653663
49.957316,47.723503
47.104752,48.217509
58.524998,58.578684
47.778623,49.343940
71.122645,71.017897
52.824548,52.410707
65.699275,65.231691
55.573966,55.566819
50.650594,52.103736
63.312377,63.215766
54.332295,54.481649
53.748859,54.499780
37.005063,37.393936
60.808233,60.717032
55.369599,55.449862
45.269977,44.807675
42.497575,42.334677
47.591750,49.060601
75.994617,121.517600
62.782819,63.114790
77.465450,122.343501
66.207320,65.667023
61.207994,59.881972
54.361075,54.858511
53.834932,52.790303
52.061677,51.658391
56.241885,55.609634
66.364743,66.266618
45.813967,45.681245
54.878326,54.912830
61.927043,62.328865
47.538357,48.323271
65.834413,65.642524
54.842162,55.286867
49.392121,48.772193
57.377206,57.623355
142.918790,53.513586
136.186816,19.585854
63.276634,61.846949
48.800171,48.890836
42.171798,40.856568
58.799655,58.896307
50.610450,50.999087
65.201842,64.713528
45.118755,45.308343
52.841258,52.612303
64.671075,63.689129
52.605917,53.251973
61.772130,61.879537
46.407159,46.096298
51.621816,51.767789
51.365986,50.879128
39.456519,38.922199
48.931568,49.048579
53.357675,52.993304
41.052137,41.813002
55.025827,55.810796
45.639103,46.008826
47.057850,46.176128
52.854571,52.433555
56.023134,55.005190
47.695357,48.276341
58.846418,58.616842
31.332096,-34.853952
41.098927,41.367472
55.447588,54.530020
57.471072,57.129722
52.984552,51.897978
124.811353,-46.678331
29.219214,-30.702014
121.454064,-60.074960
49.645313,50.276637
104.022649,-41.937952
32.336098,-33.824570
76.471075,-45.988634
53.328192,-51.965070
47.219947,46.544395
45.384307,45.430325
61.815017,62.179819
78.567957,78.554987
46.884060,48.457519
62.303216,63.191743
